# New data format
ATLAS_Rapidity 18
beam = pp
ecm = 8000
pdferror = correlated
# QMin QMax ymin ymax pT pTmin pTmax data uncorr_error yk efficiency corr_1 corr_2 etc.
66.0  116.0  0.4 0.8  7.000  6.0000  8.0000  5.872E+00  1.857E-02     1.050       0.02768    0.60  3.0  0.00 5.57 0.00 0.00 0.00 0.00  
66.0  116.0  0.4 0.8  9.000  8.0000  10.000  4.863E+00  1.538E-02     1.134       0.02744    0.60  3.0  0.00 5.00 0.00 0.00 0.00 0.00  
66.0  116.0  0.4 0.8 11.500  10.000  13.000  3.893E+00  8.705E-03     1.203       0.02712   0.60  3.0  0.00 4.52 0.00 0.00 0.00 0.00  
66.0  116.0  0.4 0.8 14.500  13.000  16.000  2.995E+00  9.471E-03     1.258       0.02677   0.60  3.0  0.00 4.06 0.00 0.00 0.00 0.00  
66.0  116.0  0.4 0.8 18.000  16.000  20.000  2.266E+00  7.166E-03     1.299       0.02644   0.60  3.0  0.00 3.68 0.00 0.00 0.00 0.00  
66.0  116.0  0.8 1.2  1.000  0.00001  2.0000  3.122E+00  1.396E-02     0.203E-02  0.02771    0.90  3.0  0.00 0.00 6.88 0.00 0.00 0.00
66.0  116.0  0.8 1.2  3.000  2.0000  4.0000  6.462E+00  1.445E-02     0.691       0.02759    0.70  3.0  0.00 0.00 6.40 0.00 0.00 0.00  
66.0  116.0  0.8 1.2  5.000  4.0000  6.0000  6.548E+00  1.464E-02     0.930       0.02739    0.60  3.0  0.00 0.00 5.53 0.00 0.00 0.00  
66.0  116.0  0.8 1.2  7.000  6.0000  8.0000  5.647E+00  1.786E-02     1.060       0.02719    0.60  3.0  0.00 0.00 4.72 0.00 0.00 0.00  
66.0  116.0  0.8 1.2  9.000  8.0000  10.000  4.716E+00  1.491E-02     1.142       0.02702    0.60  3.0  0.00 0.00 4.21 0.00 0.00 0.00  
66.0  116.0  0.8 1.2 11.500  10.000  13.000  3.735E+00  1.181E-02     1.211       0.02663   0.60  3.0  0.00 0.00 3.85 0.00 0.00 0.00  
66.0  116.0  0.8 1.2 14.500  13.000  16.000  2.901E+00  9.174E-03     1.265       0.02642   0.60  3.0  0.00 0.00 3.46 0.00 0.00 0.00  
66.0  116.0  0.8 1.2 18.000  16.000  20.000  2.173E+00  6.872E-03     1.306       0.02609   0.60  3.0  0.00 0.00 3.13 0.00 0.00 0.00  
66.0  116.0  1.2 1.6  1.000  0.00001  2.0000  2.563E+00  1.146E-02     0.280E-01  0.02281    0.90  3.0  0.00 0.00 0.00 6.07 0.00 0.00
66.0  116.0  1.2 1.6  3.000  2.0000  4.0000  5.341E+00  1.689E-02     0.710       0.02288    0.70  3.0  0.00 0.00 0.00 5.64 0.00 0.00  
66.0  116.0  1.2 1.6  5.000  4.0000  6.0000  5.332E+00  1.922E-02     0.946       0.02292    0.60  3.0  0.00 0.00 0.00 4.80 0.00 0.00  
66.0  116.0  1.2 1.6  7.000  6.0000  8.0000  4.647E+00  1.470E-02     1.074       0.02294    0.50  3.0  0.00 0.00 0.00 4.10 0.00 0.00  
66.0  116.0  1.2 1.6  9.000  8.0000  10.000  3.923E+00  1.414E-02     1.155       0.02295    0.50  3.0  0.00 0.00 0.00 3.69 0.00 0.00  
66.0  116.0  1.2 1.6 11.500  10.000  13.000  3.152E+00  9.967E-03     1.223       0.02298   0.40  3.0  0.00 0.00 0.00 3.25 0.00 0.00  
66.0  116.0  1.2 1.6 14.500  13.000  16.000  2.443E+00  7.725E-03     1.276       0.02305   0.50  3.0  0.00 0.00 0.00 2.90 0.00 0.00  
66.0  116.0  1.2 1.6 18.000  16.000  20.000  1.847E+00  5.841E-03     1.317       0.02285   0.50  3.0  0.00 0.00 0.00 2.66 0.00 0.00  
66.0  116.0  1.6 2.0  1.000  0.00001  2.0000  1.639E+00  9.557E-03     0.626E-01  0.01484    1.00  3.0  0.00 0.00 0.00 0.00 5.65 0.00
66.0  116.0  1.6 2.0  3.000  2.0000  4.0000  3.394E+00  1.224E-02     0.734       0.01486    0.80  3.0  0.00 0.00 0.00 0.00 5.18 0.00 
66.0  116.0  1.6 2.0  5.000  4.0000  6.0000  3.417E+00  1.232E-02     0.967       0.01488    0.50  3.0  0.00 0.00 0.00 0.00 4.37 0.00  
66.0  116.0  1.6 2.0  7.000  6.0000  8.0000  2.942E+00  1.061E-02     1.092       0.01501    0.70  3.0  0.00 0.00 0.00 0.00 3.73 0.00  
66.0  116.0  1.6 2.0  9.000  8.0000  10.000  2.472E+00  1.106E-02     1.172       0.01499    0.50  3.0  0.00 0.00 0.00 0.00 3.25 0.00  
66.0  116.0  1.6 2.0 11.500  10.000  13.000  2.001E+00  7.215E-03     1.239       0.01514   0.50  3.0  0.00 0.00 0.00 0.00 2.93 0.00  
66.0  116.0  1.6 2.0 14.500  13.000  16.000  1.568E+00  7.012E-03     1.291       0.01535   0.50  3.0  0.00 0.00 0.00 0.00 2.60 0.00  
66.0  116.0  1.6 2.0 18.000  16.000  20.000  1.205E+00  5.389E-03     1.331       0.01560   0.50  3.0  0.00 0.00 0.00 0.00 2.31 0.00  
66.0  116.0  2.0 2.4  1.000  0.00001  2.0000  5.629E-01  5.035E-03     0.106      0.00511    1.60  3.0  0.00 0.00 0.00 0.00 0.00 5.27
66.0  116.0  2.0 2.4  3.000  2.0000  4.0000  1.141E+00  6.653E-03     0.767       0.00503    1.10  3.0  0.00 0.00 0.00 0.00 0.00 4.81  
66.0  116.0  2.0 2.4  5.000  4.0000  6.0000  1.120E+00  7.513E-03     0.994       0.00507    0.70  3.0  0.00 0.00 0.00 0.00 0.00 3.99  
66.0  116.0  2.0 2.4  7.000  6.0000  8.0000  9.583E-01  6.428E-03     1.117       0.00508    0.80  3.0  0.00 0.00 0.00 0.00 0.00 3.33  
66.0  116.0  2.0 2.4  9.000  8.0000  10.000  8.113E-01  5.442E-03     1.195       0.00521    0.70  3.0  0.00 0.00 0.00 0.00 0.00 2.88  
66.0  116.0  2.0 2.4 11.500  10.000  13.000  6.506E-01  4.364E-03     1.260       0.00532   0.60  3.0  0.00 0.00 0.00 0.00 0.00 2.58  
66.0  116.0  2.0 2.4 14.500  13.000  16.000  5.041E-01  4.064E-03     1.312       0.00532   0.60  3.0  0.00 0.00 0.00 0.00 0.00 2.29  
66.0  116.0  2.0 2.4 18.000  16.000  20.000  3.939E-01  2.642E-03     1.352       0.00541   0.60  3.0  0.00 0.00 0.00 0.00 0.00 2.06  
